ID,Council_District,Amount,Household Size,Race,Ethnicity,Gender,DATE,Zip_Code,ObjectId,GlobalID
437,5,13825,5,African American,Non-Hispanic,Female,10/25/2021,40212,440,1c87b112-537a-4da1-9e07-eccdcf5a993c
438,5,8500,4,Mixed Race,Non-Hispanic,Female,8/31/2021,40211,441,814d7aa5-a060-45d9-8257-420fd94ee839
439,5,5647.93,3,Others,Non-Hispanic,UNKNOWN,10/25/2021,40212,442,8d3e7d66-f0fa-460e-9263-3cc02c689633
440,5,6381,1,African American,Non-Hispanic,Female,10/22/2021,40203,443,b353d1df-a55c-4118-b9d3-5c2553a83940
441,5,5250,1,African American,Non-Hispanic,Male,10/22/2021,40211,444,9a975ec0-6161-494a-b78b-819be0e59bcd
442,5,7000,2,African American,Non-Hispanic,Female,8/26/2021,40212,445,6f8dd2f1-55db-49a5-9e88-f2c7a7a29288
443,5,6475,1,African American,Non-Hispanic,Female,11/17/2021,40212,446,2b550cf8-21a5-4f08-8969-59260a188e20
444,5,7200,10,African American,Non-Hispanic,Female,10/26/2021,40212,447,775f6de9-fbf7-4477-ad27-61f24a530147
445,5,10852,2,White,Non-Hispanic,Male,10/7/2021,40212,448,ce7b87e4-9520-46b5-83f2-f44f71822f74
446,5,6300,2,African American,Non-Hispanic,Female,8/4/2021,40212,449,259a424e-9af6-4e1d-8d9f-8d3a58ada92e
447,5,5000,2,African American,Non-Hispanic,OTHERS,11/10/2021,40203,450,8f7ece41-6471-44a0-af12-558f79edb518
448,5,4500,1,African American,Non-Hispanic,Female,6/8/2022,40212,451,cbead96f-0067-4371-83d1-ce36c2b48b73
449,5,5940,1,African American,Non-Hispanic,Male,11/9/2021,40212,452,a39f0e3d-0347-4615-9697-79a5697c8793
450,5,6180,1,African American,Non-Hispanic,Female,11/18/2021,40211,453,ed89df67-dc80-4c53-aebd-0db57a7004ce
502,5,8377.69,3,Others,Non-Hispanic,UNKNOWN,10/19/2021,40203,454,9090ac27-6e8a-4299-ad24-e503fe4cb4d3
699,10,2985,2,African American,Non-Hispanic,Female,7/8/2021,40213,455,b2208c9c-d0d0-4ff5-a0db-fd3bc69f2b66
601,6,11000,1,African American,Hispanic,Female,11/15/2021,40203,456,746601f4-8925-411d-8cf7-05e4733d560d
503,5,7285,3,African American,Non-Hispanic,Female,10/25/2021,40211,457,de0bcde2-9497-4cd9-b0ab-2c9d0aa4816e
700,10,11940,2,African American,Non-Hispanic,Female,7/8/2021,40213,458,711b9b01-4426-4aba-897d-00146f1b9a43
602,6,5850,4,African American,Non-Hispanic,Female,9/22/2021,40210,459,1d87a763-cfa6-4c15-94d5-0296c16e79b9
504,5,4550,8,White,Hispanic,Male,10/28/2021,40212,460,17334288-e4a0-4716-b933-15aa0761f6a5
505,6,7518,1,White,Non-Hispanic,Male,9/22/2021,40208,461,b91b44e9-4c94-46b4-8dd8-1cb39c4aaa29
506,6,6250,1,Mixed Race,Hispanic,OTHERS,11/9/2021,40208,462,acc12032-8233-4c17-bb30-467e2ae6bd81
507,6,1848,1,African American,Non-Hispanic,Female,7/2/2021,40208,463,33e18364-79f1-46c3-86a7-b78e253f0e09
508,6,4688,1,African American,Non-Hispanic,Female,7/2/2021,40208,464,249d1336-f786-4a1c-93dd-b1651c6fcb5b
509,6,4940,1,African American,Non-Hispanic,Male,10/1/2021,40203,465,83d4d7ab-17b2-4f14-994d-844de7e04dcc
510,6,7727,2,African American,Non-Hispanic,Female,10/22/2021,40210,466,12c7b51e-a70c-4f2e-bd57-4612758eec0c
511,6,8112,3,African American,Non-Hispanic,Female,10/22/2021,40210,467,b64c92ed-2709-4a24-8736-387652bbd402
512,6,2268,1,White,Non-Hispanic,Female,10/11/2021,40210,468,5d429462-6a41-40a2-9189-f6670e4767e5
513,6,4985,3,African American,Non-Hispanic,Female,9/22/2021,40208,469,90af524d-12ce-452a-b8dd-a381277f5bbe
514,6,6950,2,African American,Non-Hispanic,Female,10/26/2021,40208,470,c5e63461-985d-4747-909c-520dd4dd71a0
515,6,8000,1,Others,Hispanic,Male,8/10/2021,40208,471,a682af70-dbea-4232-9507-7be4ed189ae5
516,6,3939,1,African American,Non-Hispanic,Male,9/22/2021,40208,472,5bc5f00f-cc88-44d6-aaa4-dedd8a9d1d07
517,6,4849,2,African American,Non-Hispanic,Female,11/15/2021,40203,473,def225e5-d163-4c49-a971-38c85b119d81
518,6,1400.17,1,African American,Non-Hispanic,Female,10/22/2021,40210,474,1a96f0b2-54d0-4951-b9f6-1b7df89f4030
519,6,2100,5,African American,Non-Hispanic,Female,7/8/2021,40208,475,32e5c595-c00e-49ef-a902-6c2aa05b8039
520,6,4900,5,African American,Non-Hispanic,Female,7/8/2021,40208,476,f7bd155b-afc4-4f5b-ad05-77576703a514
521,6,5250,2,White,Non-Hispanic,Male,10/25/2021,40203,477,d9459460-df9a-4689-822b-6853473f6942
522,6,3150,1,African American,Non-Hispanic,Female,11/15/2021,40210,478,515f0752-ba2f-4b6a-934f-e3c3963063ed
523,6,6575,1,African American,Non-Hispanic,Female,9/5/2021,40203,479,7c39fa87-584e-48a8-acaf-07cd21fc3c3d
524,6,5193,1,African American,Non-Hispanic,Male,7/30/2021,40203,480,784938a8-6710-42c0-93f5-6abd4bddb34d
525,6,1437,1,African American,Non-Hispanic,Female,7/14/2021,40203,481,df1dd4e8-3016-46b3-b4e4-ae00a624b513
526,6,8606,1,African American,Non-Hispanic,Male,10/22/2021,40208,482,d4d242a4-46f1-450d-87b6-5ab1420b0f97
527,6,7670,1,White,Non-Hispanic,Male,11/1/2021,40208,483,e1123b14-e0d0-46bb-9911-c2f370ccb185
528,6,6840,1,African American,Non-Hispanic,Male,8/29/2021,40210,484,2769a93d-b92c-4246-a702-2e2cb09e3a95
529,6,9240,2,African American,Non-Hispanic,Male,10/6/2021,40203,485,9b4a5c3e-6118-4c60-b2d1-6f3bad79bcfe
530,6,2136.51,2,African American,Non-Hispanic,Female,10/11/2021,40210,486,684b277c-95ad-4dd2-b1dc-b71c07ef1771
531,6,10642,3,African American,Non-Hispanic,Female,9/10/2021,40210,487,ccde1e0c-d6de-48d0-a0e3-1df7ce6b01b1
531,6,10642,3,African American,Non-Hispanic,Female,9/10/2021,40210,488,14f11de3-bad3-4733-b3a9-d9137de7eca0
532,6,4725,1,African American,Non-Hispanic,Male,9/5/2021,40203,489,4597201e-1a84-4bb8-8d95-0d1cb154c3b6
533,6,4921.52,1,African American,Non-Hispanic,Male,10/11/2021,40210,490,eac561ae-c209-4d97-a710-356e11ef2bfb
534,6,4900,2,African American,Non-Hispanic,Male,11/17/2021,40208,491,9c2159df-8442-42f9-939d-9b3271b1851d
535,6,7625,1,African American,Non-Hispanic,Female,9/16/2021,40203,492,e58a1bd5-55b7-4866-a672-0d3ac83bb312
536,6,6533,2,African American,Non-Hispanic,Female,9/16/2021,40203,493,ec761bfd-b12d-4a1c-91d5-a853c64861e0
537,6,3714,1,African American,Non-Hispanic,Female,10/4/2021,40210,494,727ff390-a4c1-4743-963f-5e97aa71d4df
538,6,11500,2,White,Non-Hispanic,OTHERS,8/6/2021,40208,495,90a2c4ae-d400-454f-af72-34912d1597df
539,6,1651,6,African American,Non-Hispanic,Female,11/1/2021,40210,496,84156d8b-878f-456a-96fd-c1af581f8e7e
540,6,7310,3,White,Non-Hispanic,Male,9/16/2021,40204,497,7ff66c01-edca-470f-b95a-661a5357d42f
541,6,5725,4,Others,Hispanic,Female,9/2/2021,40208,498,0770973b-393a-4dac-a2fd-46d93d64530f
542,6,5135,1,White,Hispanic,Female,11/4/2021,40208,499,43d5e502-1698-453e-9f07-4a9a7beace0b
543,6,5987,1,African American,Non-Hispanic,Male,9/10/2021,40203,500,dc840b94-7ace-4058-a274-d2e37eb7abea
544,6,4905,4,African American,Non-Hispanic,Female,11/12/2021,40210,501,ec052cd8-b9a5-4de9-b9cc-118e0109e634
545,6,8175,1,African American,Non-Hispanic,Male,7/30/2021,40208,502,bbc2a73a-4f48-4881-9c6f-43a35fa83107
546,6,5600,1,White,Non-Hispanic,Male,11/12/2021,40203,503,f7314aba-995a-4b38-9c75-0cac1ea0fa52
547,6,3218,1,African American,Non-Hispanic,Male,10/24/2021,40203,504,56f36675-bee9-4396-bae9-b0a4c4f59692
548,6,7175,1,African American,Non-Hispanic,Female,8/26/2021,40203,505,d1bfc08c-f990-436e-ab1a-01bd3971a8e8
549,6,216,1,African American,Non-Hispanic,Male,12/22/2021,40210,506,d85b73f6-1339-4629-ac51-3022ca4f955f
603,6,2400,1,African American,Non-Hispanic,Female,7/15/2021,40203,507,a950d76f-e68c-4108-9e3c-cd0a5c6e0b2b
604,6,10500,2,African American,Non-Hispanic,Male,7/29/2021,40210,508,bbed3b91-5c35-4ed6-a57c-857b3566046f
605,6,6500,1,African American,Non-Hispanic,Female,9/15/2021,40203,509,0bebd5e8-e63e-419c-97cc-33799aa20c85
701,10,7252.31,1,African American,Non-Hispanic,Male,10/25/2021,40218,510,dcb168b6-0ec5-40a5-a272-bfd8d03ba3cf
606,6,876,2,African American,Non-Hispanic,Female,12/10/2021,40210,511,0e18c4a4-12a9-4d00-994f-be013580dd46
607,6,8040,4,African American,Non-Hispanic,Male,9/23/2021,40210,512,accb9df8-fc4c-46ac-88f4-eb2fd552f152
702,10,6941.22,1,African American,Non-Hispanic,Female,8/19/2021,40218,513,28314212-7f3e-4998-a9f7-02404fd45e37
608,6,7955,2,African American,Non-Hispanic,Female,8/27/2021,40208,514,9aee2195-0dc6-48bf-95c3-12f7a918d1ce
703,10,1490,1,African American,Non-Hispanic,Female,11/1/2021,40218,515,a07da106-ce30-4588-b6af-34de68274d4b
609,6,7300,4,African American,Non-Hispanic,Female,9/2/2021,40203,516,25ad2e4f-6bea-4f6d-afdb-2bce7a11f9ce
704,10,7160,1,Mixed Race,Non-Hispanic,Male,9/10/2021,40218,517,7b215b69-2bb2-4f40-b98d-0b79ebcb5f13
610,6,8850,1,African American,Non-Hispanic,Male,11/9/2021,40203,518,506d6a4c-9265-40c6-acd7-9b39831fdd58
550,6,9350,1,African American,Non-Hispanic,Male,11/8/2021,40210,519,443dc6e7-0870-4087-8b64-c1787c05900a
705,10,4895,1,White,Hispanic,Male,8/3/2021,40218,520,5c2e46f8-8688-4e4e-a843-dfb1937e8861
706,10,6152.7,1,White,Non-Hispanic,Female,11/16/2021,40218,521,0580c764-51b9-41c7-bdca-ff37730460c2
707,10,3551.44,1,African American,Non-Hispanic,Male,11/15/2021,40218,522,5737f2b9-ae72-4c20-b10f-d8cb59fde992
708,10,9184.74,2,White,Non-Hispanic,Female,10/25/2021,40217,523,40b45836-1349-4dfa-911e-d859a5691d62
709,10,5023.31,5,Others,Non-Hispanic,Female,11/3/2021,40218,524,a66058a7-2773-41ff-ba84-537e0722e095
710,10,6506.33,2,White,Non-Hispanic,Male,11/17/2021,40218,525,b361d6f1-27af-40f7-a579-6b43777fc7df
711,10,5624,1,White,Non-Hispanic,Male,9/8/2021,40218,526,fbf2724c-aec3-4d45-8759-36be4b94239e
712,10,6342,1,African American,Non-Hispanic,Male,10/22/2021,40218,527,b207aa3a-6e66-4071-957c-9d2b0f98e10d
713,10,4435.8,1,African American,Non-Hispanic,Female,9/27/2021,40218,528,b1624988-fcc5-4016-ac26-4b7218e502b6
714,10,8373,1,African American,Non-Hispanic,Female,10/14/2021,40218,529,dbb3baa6-077a-483e-b75b-5214f798a804
715,10,1579,1,African American,Non-Hispanic,Female,10/29/2021,40218,530,df3f835a-d28d-4e4e-8826-f7c7e0eace85
716,10,5307.4,2,White,Non-Hispanic,Female,11/3/2021,40218,531,9e8ecfea-93cf-431a-9f14-82454b841709
717,10,5644,1,African American,Non-Hispanic,Male,8/18/2021,40218,532,203c6460-885d-4247-b747-00eb9295374e
718,10,4245,1,African American,Non-Hispanic,Male,7/7/2021,40218,533,ce87cca8-2c7b-48ed-8b43-a2349dcba457
719,10,1953,1,African American,Non-Hispanic,Male,9/23/2021,40218,534,dba38acb-fc29-4cff-80a5-723408ad979b
720,10,8720,1,Others,Non-Hispanic,Male,10/22/2021,40213,535,86e89ab7-b4a9-46b2-8606-196d7fb319da
721,10,1159,3,African American,Hispanic,Female,8/4/2021,40218,536,bc05e564-32e4-4dc1-af15-1744ccf052cd
722,10,7875,4,African American,Non-Hispanic,Male,9/4/2021,40213,537,ec6d077e-c5d4-4891-9e96-e73b07cff5ab
723,10,7717,1,African American,Non-Hispanic,Female,8/31/2021,40218,538,65c5e7ca-cd95-40d3-87b5-776ccb9326f5
724,10,2332,3,African American,Non-Hispanic,Male,7/15/2021,40218,539,af88584d-81d4-498a-bf05-24a80a6387ea
725,10,6303,1,White,Hispanic,Male,9/2/2021,40218,540,149278c3-5797-47bb-862d-3de9a81cbd08
726,10,5951,1,Mixed Race,Non-Hispanic,Male,8/2/2021,40218,541,63e2da7a-79c5-48a9-9e93-0ee2fa24ad89
727,10,5186,1,African American,Non-Hispanic,Female,11/9/2021,40218,542,b1f7f1ae-c2aa-4090-9658-80a4c0975598
728,10,5244,1,Others,Non-Hispanic,Male,7/12/2021,40218,543,743f4960-aaf6-411c-8316-63d3ce1cea42
729,10,13585,1,Others,Non-Hispanic,Male,7/12/2021,40218,544,cf9fe9d7-5f22-41c0-8935-4d110e7ea4f1
730,10,6033,4,White,Non-Hispanic,Male,9/1/2021,40218,545,e98d96b9-8500-4148-b57a-8105b9dfae68
731,10,7400,1,African American,Non-Hispanic,Female,11/3/2021,40218,546,1197b611-5d48-4693-b00b-9f7b1e5ec1b5
732,10,8403.14,1,White,Non-Hispanic,Male,8/27/2021,40218,547,0051e8d1-3458-4603-8a09-607aa11eb329
733,10,6336,1,African American,Non-Hispanic,Female,9/3/2021,40218,548,0e3b867c-8e58-4b43-980d-5b6873959383
734,10,2568,1,African American,Non-Hispanic,Female,11/18/2021,40218,549,9439a3f8-25a7-46ee-9b2f-e273d3fb5e7b
735,10,7045.38,1,African American,Non-Hispanic,Female,11/15/2021,40218,550,beb2ff56-326b-45f6-85c5-d780d7a3180a
736,10,5225,1,African American,Non-Hispanic,Female,9/10/2021,40218,551,3fee848b-59ae-4ff3-bb1e-37f8df24937e
737,10,2127,1,African American,Non-Hispanic,Female,10/29/2021,40218,552,2c935270-c235-4741-ab2c-caba67308fcd
738,10,5393,2,Mixed Race,Non-Hispanic,Male,9/10/2021,40213,553,fff59191-dcdd-4790-9549-c16f3cd81447
739,10,3750,1,African American,Non-Hispanic,Female,10/20/2021,40218,554,8b352778-a745-4abc-96ca-c6192cbe99fe
740,10,4743,1,African American,Non-Hispanic,Female,10/25/2021,40218,555,01a4ec24-a200-40c1-8778-b8b2c1e77b4b
741,10,3698.17,1,Mixed Race,Non-Hispanic,Female,9/22/2021,40218,556,b1498dca-f0c4-4ca8-98f3-fcedba7f92aa
742,10,5376.83,2,African American,Non-Hispanic,Female,11/2/2021,40218,557,99f34039-8973-4f36-b7c9-6d8c4a68fb7c
743,10,5174,1,Others,Non-Hispanic,Female,8/13/2021,40217,558,6f791acc-6ae5-4a13-aa95-3d71bb8dc6bb
744,10,6286,1,White,Non-Hispanic,Female,8/28/2021,40220,559,6f4e58ed-ded9-4ad8-8717-0f73fbd3e274
745,10,2250,2,African American,Non-Hispanic,Female,7/28/2021,40218,560,4729e2f2-64d5-4209-81c5-7324854ce22b
746,10,3386.37,5,White,Non-Hispanic,Female,10/25/2021,40218,561,9060f4ce-2782-4dba-9ff9-36b25be67a9e
747,10,5079.14,1,African American,Non-Hispanic,Female,9/1/2021,40218,562,e5e1eb2b-1591-49ae-8a58-912af42d12c3
611,6,7250,1,African American,Non-Hispanic,Male,11/15/2021,40203,563,9f249f3f-7004-48fd-b4b6-41d906eb8dd5
551,6,7153,1,African American,Non-Hispanic,Female,9/9/2021,40208,564,e266ab87-9734-4b6a-b057-1117dd460ff0
612,6,12385,3,White,Non-Hispanic,UNKNOWN,10/22/2021,40208,565,db033b76-02d0-4bfe-b560-34fccf0ddf07
613,6,6900,2,African American,Non-Hispanic,Female,11/18/2021,40210,566,8b34ab20-17d0-411f-931a-b572b1af5820
552,6,4614.58,2,White,Non-Hispanic,Male,11/17/2021,40210,567,7bfa2417-eda9-456a-ab38-7de3ec51ebf0
748,10,2922,2,Others,Hispanic,Male,7/9/2021,40218,568,a0d55df9-d68d-49ed-886b-4c9ca46e615c
614,7,7811.52,2,White,Non-Hispanic,Female,11/3/2021,40222,569,c882cf8c-7428-4ca0-9a7d-6ae3132d22cc
553,6,3378,8,African American,Non-Hispanic,Female,12/22/2021,40210,570,d5c521de-7373-414e-ba8e-9a9dc12e1e79
615,7,7287,2,White,Hispanic,Male,9/1/2021,40207,571,b38fe2ce-b613-4be8-9322-71f8ceb122c0
554,6,2176,1,African American,Non-Hispanic,Male,8/2/2021,40208,572,dc46823e-f3f1-4bd7-9fd2-4328681abca2
749,10,6798,2,Others,Non-Hispanic,Male,7/9/2021,40218,573,3dcf7c46-4f03-4fbb-b99d-f67da4bacbb8
616,7,8276,1,White,Non-Hispanic,Female,11/1/2021,40222,574,9d9b0f1a-2c52-4eea-b611-3c0f229a18dc
555,6,3323.75,3,African American,Non-Hispanic,Female,12/3/2021,40210,575,20ee4564-3ecb-4c66-ac8b-5ad605d01bd3
750,10,2862,1,African American,Non-Hispanic,Male,7/1/2021,40218,576,ca40426b-9a31-46ba-8c59-65f7ca830267
617,7,11660,1,African American,Non-Hispanic,Male,11/8/2021,40242,577,651a374c-d04f-4d3d-8bf6-0fe8a9a50c85
556,6,1500,1,White,Non-Hispanic,Female,7/7/2021,40210,578,4396b64a-a299-443c-b493-2e60665745eb
751,10,5724,1,African American,Non-Hispanic,Male,7/1/2021,40218,579,e4c0cb24-d05b-4d54-8643-ce883dcb2967
618,7,17407.5,1,African American,Non-Hispanic,Male,9/9/2021,40222,580,6f182a33-accd-4b22-a7d6-1f86e8b0c45c
619,7,7310.92,2,Others,Non-Hispanic,UNKNOWN,10/18/2021,40222,581,a64165fd-0adb-40e7-bb9c-96ddb8ca03ed
620,7,4520,2,White,Non-Hispanic,Female,10/14/2021,40242,582,4c350832-c9e6-41b0-ba9f-abda5b60ff50
621,7,2929,2,African American,Non-Hispanic,Female,7/9/2021,40222,583,06941289-95e2-4226-873c-2fdacca48796
622,7,5658,2,African American,Non-Hispanic,Female,7/9/2021,40222,584,9c9dd6b2-4b7a-4ebc-afa9-e8054b93d59e
623,7,7862,1,White,Non-Hispanic,Male,7/30/2021,40222,585,8a7d4172-88fc-4117-ae40-8727fa3c1d19
624,7,9829.62,1,Others,Non-Hispanic,Female,11/4/2021,40222,586,1258e385-3c7e-4abc-8270-2b483df0adf3
625,7,10640,1,White,Non-Hispanic,Male,10/5/2021,40207,587,3321585f-9a8a-4ca3-899f-e5c80db60477
626,7,9557,2,White,Non-Hispanic,Female,10/8/2021,40242,588,3ea9b27e-80df-4e56-ae32-dd0b7f60751b
627,7,5108.1,1,Mixed Race,Non-Hispanic,Female,10/20/2021,40222,589,140ea991-2699-4749-91f6-b08a10af8356
628,7,700,2,African American,Non-Hispanic,Female,12/10/2021,40222,590,bf92f054-98e9-4f75-916a-d51b9fe7ac0a
629,7,7170,1,White,Non-Hispanic,Female,10/19/2021,40242,591,c83023ff-69bd-49c0-8383-2c8838e64d32
630,7,10710,1,White,Non-Hispanic,Male,7/29/2021,40222,592,ab777ef1-e87a-4c27-86a3-8cf10cb95882
631,7,10356,1,African American,Non-Hispanic,Female,11/18/2021,40207,593,16ca706a-9ee5-48bc-921a-7bbd1e9b816c
632,7,8061.1,1,African American,Non-Hispanic,Female,10/25/2021,40222,594,b451cd52-f8f2-4e97-922f-87a8a629a520
633,7,10572,2,White,Non-Hispanic,Female,8/28/2021,40222,595,ec730cd0-0c7b-4fc3-829f-95fb2f75bebb
634,7,2556,1,African American,Non-Hispanic,Male,7/12/2021,40222,596,fee79f6a-f79d-4a07-b426-8145f0577be1
635,7,5164,1,African American,Non-Hispanic,Male,7/12/2021,40222,597,4e44d0b4-a558-47da-a9f7-d13a9be83d58
636,7,8193,3,White,Non-Hispanic,Male,9/3/2021,40222,598,a835687e-4e0e-4d03-b63b-f0455f34f156
637,7,10622.57,3,African American,Non-Hispanic,Female,11/1/2021,40222,599,b51e5a93-7891-4b88-a645-70e78e3b516c
638,7,2319,1,African American,Non-Hispanic,Male,7/12/2021,40222,600,506b45c6-ce47-4d86-88c7-b0a71474621b
639,7,2790.12,3,African American,Non-Hispanic,Female,9/23/2021,40242,601,94331bff-ba51-4e8f-8699-9608a0c15d9c
640,7,7306,1,African American,Non-Hispanic,Female,9/4/2021,40222,602,bc4fffaa-0e7d-45e2-9082-abd292f6fb90
641,7,14400,3,Others,Non-Hispanic,UNKNOWN,11/10/2021,40242,603,289492b3-eded-438d-aa69-739bdd09142a
642,7,1201.56,2,African American,Non-Hispanic,Female,11/18/2021,40242,604,49e94420-d438-44af-ad71-060537bba161
643,7,5875.02,4,African American,Non-Hispanic,Female,10/19/2021,40222,605,e8a6577e-173e-42d6-875c-b40cf762bce3
644,7,699,3,African American,Non-Hispanic,Female,12/3/2021,40242,606,5330a5bb-628c-4901-94df-8f5ad63f2875
645,7,8899,1,White,Non-Hispanic,Male,9/7/2021,40207,607,9274859f-b5ce-4f37-8187-ce1a1e1c222e
646,7,9211,1,African American,Non-Hispanic,Male,7/29/2021,40222,608,d41fc80e-18ac-431e-9a53-f64f2759221d
647,8,10085,2,African American,Non-Hispanic,Male,9/3/2021,40204,609,9b287798-4190-4161-9a78-e34b278c6f4c
648,8,6700,1,White,Non-Hispanic,Male,9/5/2021,40204,610,997c9a0e-d8e8-4ed3-86b3-fd4e5ae56f4e
649,8,7822,1,White,Non-Hispanic,Male,11/1/2021,40204,611,e1134e5e-d326-4372-a513-262ed4592a86
557,6,6646,1,African American,Non-Hispanic,Male,7/30/2021,40208,612,601bbe84-b84d-4013-bd48-10f28aaf0de6
752,10,6364,4,African American,Non-Hispanic,Female,8/24/2021,40218,613,561b3a68-1b6b-4955-92b3-36a4ac8c42d1
558,6,1364.66,2,African American,Non-Hispanic,Female,10/11/2021,40210,614,daa13ce4-f2c4-415f-9594-fa1e99f30ee9
559,6,15200,6,African American,Non-Hispanic,Male,7/29/2021,40203,615,7afd2f9e-ade1-4d5f-9499-586d7942fcab
753,10,5565,1,African American,Non-Hispanic,Male,9/27/2021,40218,616,dbfe93a6-000e-48af-9413-ae0d7e3e7017
560,6,10200,2,Others,Non-Hispanic,Female,10/22/2021,40210,617,7db4cb4e-3fdd-41e3-a19d-8b5b37265dbc
754,11,10878.88,1,White,Non-Hispanic,UNKNOWN,10/19/2021,40220,618,86f9ed48-8f20-49af-b652-acc95f6de4ad
561,6,6847.78,4,Others,Non-Hispanic,Female,11/1/2021,40208,619,ce6ba443-46c1-4864-9971-aa7a6fb743c3
755,11,6875,1,White,Non-Hispanic,Male,9/22/2021,40220,620,a569473f-0172-460e-ab17-c3eac80fdd1e
562,6,790,1,African American,Non-Hispanic,Male,7/29/2021,40210,621,f8286289-3f0a-41b2-b9dd-e8bfd3b3a795
756,11,6144,1,African American,Non-Hispanic,Female,11/17/2021,40299,622,0eeec20f-be7b-47f4-bcd9-154e580b0a9d
563,6,8400,1,African American,Non-Hispanic,Male,10/25/2021,40208,623,58e0e0ce-6617-4d3d-8752-c921df0286ad
757,11,1616,1,Mixed Race,Non-Hispanic,Female,10/27/2021,40220,624,4711c33e-21d9-4e15-bf6c-ed969003bf68
564,6,5850,1,White,Non-Hispanic,Male,8/12/2021,40208,625,3e3f0cba-d492-45a9-b026-66c4bdc1201a
758,11,9209,2,White,Non-Hispanic,Female,7/29/2021,40299,626,e832f2c3-b813-4bdc-9fae-2261ec9da83c
565,6,2085,2,African American,Non-Hispanic,Female,8/12/2021,40210,627,870d472e-5543-48a5-9396-8e81e55021ad
759,11,6937.7,1,Mixed Race,Non-Hispanic,Female,8/13/2021,40220,628,585155dc-b266-4db8-999b-0f56a2a37a16
566,6,7155,2,African American,Non-Hispanic,Female,8/11/2021,40203,629,31f442f3-c373-4225-8679-6bde8c18ed52
760,11,8050,2,African American,Non-Hispanic,Male,11/4/2021,40299,630,e6c923cf-54b5-4e48-bc0e-b2cc84093d9f
567,6,3440,1,African American,Non-Hispanic,Female,11/9/2021,40203,631,beaeb818-e800-4eff-a5cc-cb0f2d00828f
761,11,8550,3,African American,Non-Hispanic,Female,10/25/2021,40220,632,797f8a70-56bb-4959-8c94-45f001dd9424
568,6,1485,2,African American,Non-Hispanic,Female,7/8/2021,40208,633,1dc23241-be0c-4b5c-a7f8-15eeb0a65f24
762,11,9500,2,African American,Non-Hispanic,Female,11/17/2021,40220,634,af7bfc12-1b03-4ebc-9574-637517329c60
569,6,9477,3,African American,Non-Hispanic,UNKNOWN,11/8/2021,40208,635,97d9e886-675a-45f4-a2e0-cbd20d41d659
763,11,8050,1,Mixed Race,Non-Hispanic,Female,8/9/2021,40245,636,396c4afb-4d3b-4856-ba00-aa7afcbbd7b7
570,6,3840,1,White,Non-Hispanic,Male,11/15/2021,40208,637,e2d96374-81a2-44cf-bfd0-e77d3179d04a
451,5,10125,2,African American,Non-Hispanic,Male,7/30/2021,40211,638,6766c78c-7e8e-429f-b4aa-af4e55892c6c
764,11,7191,4,White,Non-Hispanic,Female,8/25/2021,40299,639,bc5538a8-c7d2-4520-ba94-466660d453ff
765,11,6655,1,Others,Non-Hispanic,Male,11/18/2021,40220,640,1a83c9c4-07f4-4b53-bb88-aa9b2991645d
766,11,12492.5,1,White,Non-Hispanic,Male,10/22/2021,40220,641,894bf1d2-9086-4b00-8793-39f9aaa47b3c
767,11,5646,1,African American,Non-Hispanic,Female,10/19/2021,40220,642,ca585299-d8f1-45d2-933d-6d2a541199c8
768,11,5280.34,1,African American,Non-Hispanic,Female,10/25/2021,40299,643,98ec32af-4d6c-414c-bc96-dd3a5b195bcc
769,11,9441,3,White,Non-Hispanic,Female,11/17/2021,40220,644,8e92decd-d4cb-47e9-90fc-9244af072e49
770,11,7545,1,White,Non-Hispanic,Female,10/19/2021,40299,645,0a2b3b7d-e4fd-49d4-ae28-167858b2cc8b
771,11,7839,2,White,Non-Hispanic,Female,8/18/2021,40220,646,08eee345-3e53-4245-8c59-898d82b1047e
772,11,852,2,Mixed Race,Non-Hispanic,Female,11/12/2021,40299,647,83114b13-b9a6-468f-8820-0224697c921d
773,11,8160,2,African American,Non-Hispanic,Female,8/2/2021,40220,648,1aa01111-ba8d-453c-970f-a59bf8496783
774,11,26766,1,White,Non-Hispanic,Male,11/3/2021,40299,649,71f5505e-9302-4e30-91f6-3bcdfe4a6839
775,11,7196,3,Others,Non-Hispanic,Male,9/23/2021,40299,650,d5735164-94b7-4db7-859d-8bbd5f89c08a
776,11,15972,2,African American,Non-Hispanic,Male,7/29/2021,40245,651,924b0047-d47f-4344-8bd6-38926b1976c9
777,11,7896,1,White,Non-Hispanic,Female,10/21/2021,40299,652,a0bfc15f-9f00-488d-b8e6-0d5cd3a62fdb
778,11,14161,1,Mixed Race,Non-Hispanic,Female,11/4/2021,40220,653,61e20455-933a-4396-b32d-403012d1664a
779,11,2817,1,African American,Non-Hispanic,Female,7/20/2021,40299,654,0db75744-8681-4013-8227-f41e0b36781c
780,11,10480,1,White,Non-Hispanic,Male,8/13/2021,40299,655,acdc913c-e867-4377-9bba-a5ade6c4d3c9
781,11,10740,2,African American,Non-Hispanic,Male,9/8/2021,40299,656,8ac74d1a-6b16-4f62-aed6-c9f0f628a715
782,11,3153,4,African American,Non-Hispanic,Male,7/13/2021,40299,657,3632d300-0246-49b3-9190-b527634223f1
783,11,3616,1,White,Non-Hispanic,Male,7/13/2021,40299,658,df76241d-e831-405f-b887-d5b7d1a2c699
